Organization,Feedback Content,Feedback Link,Page
Teachers' Union of Ireland (Ireland),"The Teachers' union of Ireland (TUI) welcomes the publication of the AI Regulation as it sets the ground for the first comprehensive EU regulation on Artificial Intelligence to ensure a controlled development of AI tools in education and address the risks connected to their use by teachers, academic, other education personnel and students. While the TUI recognises the potential of digital technologies and Artificial Intelligence tools to bring...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2661971_en,27
LO Sweden (Sweden),LO har valt att lämna sin synpunkter i bifogad fil.,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2661969_en,27
CSC - IT Center for Science (Finland),"AI will have a significant impact on Europe’s competitiveness and wellbeing of citizens. It is crucial to support the development of European AI technologies and applications both financially, and by building an interoperable, horizontal ecosystem of European state-of-the-art data and HPC infrastructures. It is of utmost importance to make sure, that the use of AI does not jeopardise the safety or fundamental rights of Europeans. The AI Act...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2661501_en,27
DEKRA e.V. (Belgium),"As an independent Testing, Inspection and Certification (TIC) company, we welcome the European Commission’s proposal for a Regulation laying down harmonized rules on Artificial Intelligence to ensure the safety and security of European consumers in the area of Artificial Intelligence. Third-party conformity assessments conducted by independent TIC companies guarantee not only the impartial and thorough testing, inspection and certification of...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2661481_en,27
ETSI (France),"ETSI welcomes the draft Regulation on AI presented by the European Commission (EC) at https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52021PC0206. The draft Regulation builds on the processes of the New Legislative Framework (NLF) putting harmonised European Standards into the focus of demonstrating compliance with the regulatory requirements. This is in line with the view of ETSI that ""The NLF should be used for technical...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2661384_en,27
Region Västra Götaland (Sweden),"AI has the potential to contribute significantly in several areas such as increased economic growth as well as solutions to environmental and social challenges. There are examples of AI enabling better diagnoses of diseases, reducing traffic accidents, streamlining industrial production, developing new drugs, and shortening red tape. At the same time, the risks of AI need to be considered. It is therefore positive that the proposal uses a...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2661333_en,27
Kaspar Rosager Ludvigsen (Denmark),"The draft AI Act represents a huge step forward in the regulation of digital services and products. As a EU citizen and an academic, I want to do my part in making future legislation in the EU the best it can be, and I want to contribute with the expertise I have. I here present my feedback for it, see the included PDF. It does not reflect on the opinion of my employer. Sincerely, Kaspar",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2660610_en,28
"European Coordination Committee of the Radiological, Electromedical and healthcare IT Industry (COCIR) (Belgium)","Artificial Intelligence in healthcare is already a reality. Healthcare providers have embedded the technology into their workflows and decision-making processes. The introduction of AI in healthcare has brought improvements for patients, providers, payers, other healthcare stakeholders, and society at large, also in the fight against the COVID-19 pandemic. It is essential to have a robust regulatory framework that provides certainty to all...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2660588_en,28
Medtech & Pharma Platform Association (MPP) (Switzerland),"The not-for-profit MPP Association welcomes the European Commission proposal for a Regulation laying down rules on AI. MPP supports efforts to optimize the regulatory framework to create the right conditions for healthcare innovation. We are the opinion that risk categories for AI provide a useful base for the regulation of AI. In this area, we would welcome clarifications on the determination of the high-risk category in the proposed...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2660543_en,28
City of Stockholm (Sweden),"The City of Stockholm welcomes the regulation laying down harmonised rules on artificial intelligence and amending certain union legislative acts. However, certain concerns arise with the current proposal for the Artificial Intelligence Act: 1. There is a need to clearly specify which types of legal requirements that are mandatory for the different authorities, organisations and companies (etc) concerned. 2. Who is to define whether or not...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2660510_en,28
DECO (Portugal),"I. Comentários na generalidade: 1. Numa apreciação geral, pode afirmar-se que a proposta de Regulamento sobre Inteligência Artificial (IA) fica muito aquém das expectativas das organizações de defesa de consumidor e ainda do próprio objetivo da Comissão de tornar a IA em algo em que os cidadãos considerem confiável. Com efeito, as medidas ora estabelecidas são de alcance demasiado curto, aplicando-se a uma gama muito limitada de usos de IA e...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2660495_en,28
German Trade Union Confederation DGB (Germany),"Feedback Online Consultation EU Commission ARTIFICIAL INTELLIGENCE ACT 21 April 2021 In principle, the German Trade Union Confederation – DGB – welcomes that the EU Commission generally classifies AI systems as high-risk in the context of labour and employment as well as in education or vocational training and thus makes them subject to special approval conditions. However, it is unclear whether work organised on digital platforms falls...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2660159_en,28
"COLEGIO DE REGISTRADORES DE LA PROPIEDAD, MERCANTILES Y DE BIENES MUEBLES DE ESPAÑA (Spain)","UNA DE LAS DIMENSIONES DE LA INTELIGENCIA ARTIFICIAL ES LA RELATIVA A LA RESPONSABILIDAD POR LOS DAÑOS OCASIONADOS POR LOS ROBOTS. PARA DETERMINAR LA TITULARIDAD DE UN ROBOT O LAS CARGAS HIPOTECARIAS QUE PUEDAN EXISTIR SOBRE EL, ASI COMO QUIEN ES FINALMENTE RESPONSABLE DE LOS DAÑOS QUE CAUSEN, LOS REGISTRADORES ESPAÑOLES CREEMOS QUE LOS ROBOTS, LA IA Y SUS COMPONENTES DEBEN INSCRIBIRSE EN LOS REGISTROS JURÍDICOS.",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2660134_en,28
Austrian Federal Economic Chamber (WKO) (Austria),"WKÖ-Positionspapier zum Rechtsrahmen für Künstliche Intelligenz Die technische Entwicklung schreitet voran und KI-Anwendungen finden immer vielfältigere Einsatzfelder, daher sind eigene einheitliche Regelungen grundsätzlich zu begrüßen. Um ein Level-Playing-Field zu garantieren, muss jedes KI-System im Binnenmarkt denselben Vorgaben entsprechen. Die WKÖ begrüßt grundsätzlich den Plan der Europäischen Kommission („Kommission“), einen...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2636257_en,28
The Federation of Finnish Enterprises (Finland),"The proposal for the Artificial Intelligence Act has admirable objectives but is riddled with issues, which render the regulation problematic. Despite containing some right elements, the proposal is excessively burdensome from the perspective of smaller European enterprises developing, providing, or using AI systems, especially those classified as high-risk systems. Furthermore, given the fact that the evolution and deployment of AI...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2636210_en,28
Engine B (United Kingdom),"Engine B welcomes the EC’s proposals to harmonise the regulation of AI across the Union. Standardisation will help ensure that negative impacts of AI on humans are consistently prevented while supporting technology firms to engage confidently on a level and consistent playing field. Engine B is pleased to see the EC recognises the potential benefits from the safe and ethical adoption of AI, and welcomes simplification proposals. The...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2636199_en,28
UNI Europa (Belgium),"The regulation fails to address the crucial role that social partners and collective bargaining play in the deployment of new technologies at the workplace. Participation of workers’ representatives in the development, implementation and governance of AI systems at the workplace is key to ensure the best protection of workers’ rights. Collective bargaining is an essential tool to address technological change. An EU framework for AI needs to...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2636017_en,29
DIN Deutsches Institut für Normung e.V. (Germany),"We welcome the European Commission's proposal for a regulation that focuses on trustworthiness and product safety of high-risk artificial intelligence (AI) for the European Single Market. AI technology will only be used across the board if it is trustworthy and finds acceptance in society. Standards play an essential role in helping to achieve a broader acceptance of AI systems and bolster trust in them. For example, they can define criteria...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2635987_en,29
Artificial and Natural Intelligence Toulouse Institute (ANITI) (France),The attached document presents a critical summary and assessment of the proposed legislation prepared by the Chairs of the Artificial and Natural Intelligence Toulouse Institute (ANITI). The document discusses the limitations of the definition of AI used in the proposed regulation and the potential impact of the regulation in the geography of innovation and artificial intelligence and the competitiveness of Europe in digital technologies.,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2635975_en,29
Alliance VITA (France),"Alliance VITA tient à insister auprès de la Commission pour que celle-ci tienne davantage compte, dans sa proposition de règlement relatif à l’intelligence artificielle, de plusieurs principes-clés relatifs au respect des droits fondamentaux et de la dignité des personnes, en particulier dans le domaine de la médecine et des soins de santé. Il convient en effet de rappeler que la montée en puissance de l’Intelligence Artificielle (IA) induit...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2625382_en,29
Public Intelligence organisation (United Kingdom),Removed:This feedback was removed as it did not comply with the European Commission's rules for publishing feedback and suggestions. Any feedback that users report to us as inappropriate will be examined and removed if necessary. Please take a look at the rules for feedback and suggestions to learn more about the guidelines for this site.,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2596917_en,29
Joanna Karczewska (Poland),"The Proposal for an Artificial Intelligence Act includes the following statement: ""A comprehensive ex-ante conformity assessment through internal checks, combined with a strong ex-post enforcement, could be an effective and reasonable solution for those systems, given the early phase of the regulatory intervention and the fact the AI sector is very innovative and expertise for auditing is only now being accumulated."" I would like to point out...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2522258_en,29
SAZKA Group a.s. (Czechia),"Considering the space limits, we attach our contribution to the ""Artificial Intelligence - ethical and legal requirements"" consultation Kamil Ziegler Head of Institutional and Government Affairs",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2488672_en,29
Anonymous (Italy),"Although among the purposes of the regulation it is mentioned ensuring people's right to get access to certain essential private services (e.g. financial services), the regulation includes among banking sector high-risk AI systems only those for creditworthiness assessment and omit those for customer due diligence required by EU AML/CFT Directive. No need to say that AML/CFT risk scoring comes one step earlier than credit risk scoring (before...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2334478_en,29
The Value Engineers (Netherlands),The proposed regulation is an excellent initiative but needs improvement to be applicable to the cases for which it is intended. The definition of AI The definition of AI in Article 3.1 is contingent on the current state of the art. The Commission has the right to update the list of techniques given in Annex I (Article 4) but on the basis of what criteria would it do so? Radically new techniques such as artificial organic brains would be...,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2324448_en,29
NEC Laboratories Europe GmbH (Germany),Test.,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2256824_en,29
Agence du Numérique (AdN) (Belgium),"Please find below our feedback on the AI impact assessment. - More classical algorithms such as linear regression have been around for many, many years and have almost never caused any damage or frustration. Artificial intelligence is a modern term that scares people, but in reality it is only an applied technology (mathematical, statistical,...) on data. And it is therefore the data and its use that is at the heart of the problem. The most...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2256808_en,30
gauthier lasou (France),"Un règlement européen qui va définir des exigences éthiques et juridiques pour les usages de l'IA en Europe. écrit en anglais, 108 pages + les annexes, études d'impact etc. A ma connaissance, vous vous adressez aux citoyens européens qui ne comprennent pas tous l'anglais, en particulier quand un jargon spécifique est employé pour définir des règles communes. Pour ma part, bien que lisant l'anglais, je suis contre ce règlement, uniquement...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2256463_en,30
SB Science Management UG (haftungsbeschränkt) (Germany),"Unfortunately, standardisation measures are still not very common in the life sciences R&D. In the same time, more and more AI solutions are finding their way into life science research and development. Therefore, standardisation between AI and the life sciences should be harmonised too. A note should be included on the necessity of harmonisation with standardisation measures in the field of natural sciences when AI solutions enters...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2242340_en,30
Даниел Кузманов (Bulgaria),"Съвсем правилно е набелязан/избран вариант 3+ . Той има предпоставки да направи процеса на регулация най-лесен и бърз, при желание (🤓) на заинтересованите. А и в днешната реалност в ЕС изглежда най-лесно приложим. Благодаря за вниманието 🙋🏻‍♂️❗",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2242316_en,30
